planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP10-AG	 1464	ITEM_10_PC	DIN Rechtwinkligkeit	gdtPerp	0.0046957	0.0000000	0.0150000	0.0000000	0.0046957		100	Plano_X1	0.0023954					0.0150000	0.0000000						Plano_Y1			1	2	3	287.9979218	22.6808561	-64.1343055
EMBRAGUE-OP10-AG	 1464	2B0_1_PC	DIN Position polar 2d	gdtPosPol2d	0.1391429	0.0000000	0.5000000	0.0000000	0.1391429		100	2B0	0.0009094			1		0.5000000	0.0000000									1	2	3	0.0645363	19.5627390	-0.0259192
EMBRAGUE-OP10-AG	 1464	2B0_1_PC.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	71.9740808	72.0000000	0.2500000	-0.2500000	-0.0259192			2B0	0.0009094		2B0_1_PC			0.2500000	-0.2500000									1	1	3	0.0645363	19.5627390	-0.0259192
EMBRAGUE-OP10-AG	 1464	2B0_1_PC.X	DIN Position polar 2d.X	gdtPosPol2d.X	-287.9354370	-288.0000000	0.2500000	-0.2500000	0.0645630			2B0	0.0009094		2B0_1_PC			0.2500000	-0.2500000									1	1	3	0.0645363	19.5627390	-0.0259192
EMBRAGUE-OP10-AG	 1464	2B03_3_PC	DIN Position polar 2d	gdtPosPol2d	0.1165698	0.0000000	0.5000000	0.0000000	0.1165698		100	2B03	0.0012198			1		0.5000000	0.0000000									1	2	3	176.0575279	128.9163201	0.0091978
EMBRAGUE-OP10-AG	 1464	2B03_3_PC.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	72.0091978	72.0000000	0.2500000	-0.2500000	0.0091978			2B03	0.0012198		2B03_3_PC			0.2500000	-0.2500000									1	1	3	176.0575279	128.9163201	0.0091978
EMBRAGUE-OP10-AG	 1464	2B03_3_PC.X	DIN Position polar 2d.X	gdtPosPol2d.X	-111.9424454	-112.0000000	0.2500000	-0.2500000	0.0575546			2B03	0.0012198		2B03_3_PC			0.2500000	-0.2500000									1	1	3	176.0575279	128.9163201	0.0091978
EMBRAGUE-OP10-AG	 1464	A1_19_PC	Y-Wert	yValue	-109.2085891	-109.0000000	0.2000000	-0.2000000	-0.2085891	-0.0085891	100	A1_Apoyo						0.2000000	-0.2000000									1	1	3	-71.7034735	12.2914109	-91.7034192
EMBRAGUE-OP10-AG	 1464	B1_18_PC	Y-Wert	yValue	-109.2301014	-109.0000000	0.2000000	-0.2000000	-0.2301014	-0.0301014	100	B1_Apoyo						0.2000000	-0.2000000									1	1	3	-49.8016748	12.2698986	42.2953378
EMBRAGUE-OP10-AG	 1464	C1_2_PC	Y-Wert	yValue	-80.1901355	-80.0000000	0.2000000	-0.2000000	-0.1901355		100	C1_Apoyo						0.2000000	-0.2000000									1	1	3	255.2974233	41.3098645	-29.3031756
