planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE_281_OP20_L	 4854	2F0_189_LB	Lotlänge	lengthOfAxis	40.9532243	41.0000000	0.0500000	-0.0500000	-0.0467757		100	Perp.13						0.0500000	-0.0500000									1	1	3	103.8451913	20.4766121	-2.4054481
EMBRAGUE_281_OP20_L	 4854	2B0_17_LB	X-Wert	xValue	-251.9019649	-251.9000000	0.0250000	-0.0250000	-0.0019649		100	2B0						0.0250000	-0.0250000									1	1	3	0.0000000	-4.7731106	0.0000000
EMBRAGUE_281_OP20_L	 4854	2B0_21_LB	Z-Wert	zValue	-115.8794205	-115.9000000	0.0250000	-0.0250000	0.0205795		100	2B0						0.0250000	-0.0250000									1	1	3	0.0000000	-4.7731106	0.0000000
EMBRAGUE_281_OP20_L	 4854	P.Total A_RF	DIN Ebenheit	gdtFlat	0.0256567	0.0000000	0.1000000	0.0000000	0.0256567		100	Plano A	0.0058700					0.1000000	0.0000000									1	2	3	104.7162931	-0.0010934	-1.1488804
EMBRAGUE_281_OP20_L	 4854	P.Radial A_REF	DIN Ebenheit	gdtFlat	0.0028047	0.0000000	0.0300000	0.0000000	0.0028047		100	Pl A rad	0.0007540					0.0300000	0.0000000									1	2	3	169.0670500	0.0001759	-142.3933718
EMBRAGUE_281_OP20_L	 4854	Dia B_240_PC	DIN Rundheit	gdtRound	0.0028854	0.0000000	0.0100000	0.0000000	0.0028854		100	DIAM B 2	0.0008222					0.0100000	0.0000000									1	2	3	-0.0002764	-0.7039562	0.0020360
EMBRAGUE_281_OP20_L	 4854	Dia B_237_RFL	Durchmesser	diameter	54.9520555	54.9548620	0.0100000	-0.0090000	-0.0028065		100	Dia B	0.0013770					0.0100000	-0.0090000									1	1	3	0.0000000	-4.7731106	0.0000000
EMBRAGUE_281_OP20_L	 4854	D 40_232_RFL	Durchmesser	diameter	40.0109746	40.0130000	0.0120000	-0.0130000	-0.0020254		100	Círculo B 40	0.0008693					0.0120000	-0.0130000									1	1	3	0.0008145	8.4961464	0.0012731
EMBRAGUE_281_OP20_L	 4854	diam B_188_PC	Y-Wert	yValue	-14.0791828	-14.1000000	0.1000000	-0.1000000	0.0208172		100	Plano  DIAM B	0.0006060					0.1000000	-0.1000000									1	1	3	-0.5334718	-14.0820600	-0.3059364
EMBRAGUE_281_OP20_L	 4854	Plano apoyo B_226_PC	Y-Wert	yValue	4.0477501	4.0500000	0.0500000	-0.0500000	-0.0022499		100	Plano apoyo B	0.0023725					0.0500000	-0.0500000									1	1	3	-0.1228072	4.0459987	-0.1698812
EMBRAGUE_281_OP20_L	 4854	Diam B_241_PC	DIN Zylinderform	gdtCyl	0.0043667	0.0000000	0.0150000	0.0000000	0.0043667		100	Cilindro B	0.0013608					0.0150000	0.0000000									1	2	3	0.0000417	-3.3500000	0.0008706
EMBRAGUE_281_OP20_L	 4854	Diam B Diam 40_228_PC	DIN Zylinderform	gdtCyl	0.0034399	0.0000000	0.0150000	0.0000000	0.0034399		100	Cilindro B DIAM 40	0.0010549					0.0150000	0.0000000									1	2	3	0.0002724	6.7500000	0.0009151
EMBRAGUE_281_OP20_L	 4854	Diam 40 Resp B_229_PC	DIN Konzentrizität	gdtCon	0.0093280	0.0000000	0.1000000	0.0000000	0.0093280		100	Círculo B 40	0.0008695					0.1000000	0.0000000						Cilindro B			1	2	3	0.0008144	8.4963499	0.0012732
EMBRAGUE_281_OP20_L	 4854	2B01_A_331_RFL	Durchmesser	diameter	71.9504634	71.9530000	0.0100000	-0.0090000	-0.0025366		100	2B01_1	0.0018879					0.0100000	-0.0090000									1	1	3	59.6052181	39.6958485	-53.3560089
EMBRAGUE_281_OP20_L	 4854	2B01_B_331_RFL	Durchmesser	diameter	71.9475148	71.9530000	0.0100000	-0.0090000	-0.0054852		100	2B01_2	0.0020505					0.0100000	-0.0090000									1	1	3	59.6038058	33.4965221	-53.3560960
EMBRAGUE_281_OP20_L	 4854	2B01_C_331_RFL	Durchmesser	diameter	71.9515399	71.9530000	0.0100000	-0.0090000	-0.0014601		100	2B01_3	0.0011333					0.0100000	-0.0090000									1	1	3	59.6024728	29.4952257	-53.3558799
EMBRAGUE_281_OP20_L	 4854	2B01_330_PC	DIN Rundheit	gdtRound	0.0064299	0.0000000	0.0100000	0.0000000	0.0064299		100	2B01_2	0.0020975					0.0100000	0.0000000									1	2	3	59.6041521	33.4965221	-53.3555629
EMBRAGUE_281_OP20_L	 4854	2B01_329_PC	DIN Zylinderform	gdtCyl	0.0075843	0.0000000	0.0150000	0.0000000	0.0075843		100	CilD72	0.0021029					0.0150000	0.0000000									1	2	3	59.6036531	34.6000000	-53.3557912
EMBRAGUE_281_OP20_L	 4854	2B01_328_LB	DIN Position polar 2d	gdtPosPol2d	0.0119176	0.0000000	0.0800000	0.0000000	0.0119176		100	2B01_2	0.0020505			1		0.0800000	0.0000000									1	2	3	59.6038058	33.4965221	-53.3560960
EMBRAGUE_281_OP20_L	 4854	2B01_328_LB.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	-53.3560960	-53.3620000	0.0400000	-0.0400000	0.0059040			2B01_2	0.0020505		2B01_328_LB			0.0400000	-0.0400000									1	1	3	59.6038058	33.4965221	-53.3560960
EMBRAGUE_281_OP20_L	 4854	2B01_328_LB.X	DIN Position polar 2d.X	gdtPosPol2d.X	59.6038058	59.6030000	0.0400000	-0.0400000	0.0008058			2B01_2	0.0020505		2B01_328_LB			0.0400000	-0.0400000									1	1	3	59.6038058	33.4965221	-53.3560960
EMBRAGUE_281_OP20_L	 4854	2B01_335_PC	Durchmesser	diameter	76.6179204	76.5000000	0.3000000	0.0000000	0.1179204		100	2B01_4	0.0009639					0.3000000	0.0000000									1	1	3	59.5965367	16.9953843	-53.3581521
EMBRAGUE_281_OP20_L	 4854	2B01_332_RFL	Durchmesser	diameter	55.9420168	55.9000000	0.1000000	0.0000000	0.0420168		100	2B01_5	0.0008364					0.1000000	0.0000000									1	1	3	59.6052559	42.9974164	-53.3568920
EMBRAGUE_281_OP20_L	 4854	2F01_348_METROLOGIA	Lotlänge	lengthOfAxis	2.9460877	2.9000000	0.1000000	0.0000000	0.0460877		100	Perp.01-3						0.1000000	0.0000000									1	1	3	59.4770129	43.4683326	-53.2864060
EMBRAGUE_281_OP20_L	 4854	2F01_325_PC	DIN Position kartesisch	gdtPosRec	0.0094459	0.0000000	0.1000000	0.0000000	0.0094459		100	Corte4				1		0.1000000	0.0000000									1	2	3	59.6060777	41.9952771	-53.3559744
EMBRAGUE_281_OP20_L	 4854	2F01_325_PC.Y	DIN Position kartesisch.Y	gdtPosRec.Y	41.9952771	42.0000000	0.0500000	-0.0500000	-0.0047229			Corte4			2F01_325_PC			0.0500000	-0.0500000									1	1	3	59.6060777	41.9952771	-53.3559744
