planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP20-AG	475	2F0_4_LB	Distanz kart.	distanceCart	119.9279783	120.0000000	0.0500000	-0.0500000	-0.0720217	-0.0220217	100	Corte1,Plano_Giro_Esp						0.0500000	-0.0500000						Plano_Giro_Esp	Recta 3d2		1	1	3	-2.0000000	0.0720217	0.0000000
EMBRAGUE-OP20-AG	475	2F0_Planitud Total_351_PC	DIN Ebenheit	gdtFlat	0.0581778	0.0000000	0.1000000	0.0000000	0.0581778		100	2F0	0.0102256					0.1000000	0.0000000									1	2	3	80.1761150	0.0544915	-7.7108121
EMBRAGUE-OP20-AG	475	2F0_Planitud Radial_352_PC	DIN Ebenheit	gdtFlat	0.0017992	0.0000000	0.0300000	0.0000000	0.0017992		100	2F0_Linea	0.0004790					0.0300000	0.0000000									1	2	3	-115.5676352	0.1022523	-41.4598697
EMBRAGUE-OP20-AG	475	2B11_Z_RF_Z	Distanz	distance2d	49.6610276	49.6400000	0.0500000	-0.0500000	0.0210276		100	2B11,Y_2	0.0010048					0.0500000	-0.0500000						Y_2			1	1	3	278.9282820	3.0869468	-22.3389724
EMBRAGUE-OP20-AG	475	2B11_X_RF_X	Distanz	distance2d	9.0717180	9.0000000	0.0500000	-0.0500000	0.0717180	0.0217180	100	2B11,X_1	0.0010048					0.0500000	-0.0500000						X_1			1	1	3	278.9282820	3.0869468	-22.3389724
EMBRAGUE-OP20-AG	475	2B11_505_ICD	Durchmesser	diameter	11.9853712	11.9860000	0.0090000	-0.0090000	-0.0006288		100	2B11	0.0011360					0.0090000	-0.0090000									1	1	3	278.9282605	3.0869468	-22.3390007
EMBRAGUE-OP20-AG	475	2B10_Z_RF_Z	Distanz	distance2d	42.8283021	42.8620000	0.0500000	-0.0500000	-0.0336979		100	2B10,Y_2	0.0018356					0.0500000	-0.0500000						Y_2			1	1	3	-110.0699632	3.0866685	-29.1716979
EMBRAGUE-OP20-AG	475	2B10_X_RF_X	Distanz	distance2d	398.0699632	398.0400000	0.0500000	-0.0500000	0.0299632		100	2B10,X_1	0.0018356					0.0500000	-0.0500000						X_1			1	1	3	-110.0699632	3.0866685	-29.1716979
EMBRAGUE-OP20-AG	475	2B10_505_ICD	Durchmesser	diameter	11.9862280	11.9860000	0.0090000	-0.0090000	0.0002280		100	2B10	0.0020577					0.0090000	-0.0090000									1	1	3	-110.0699634	3.0866685	-29.1716906
EMBRAGUE-OP20-AG	475	2B0_1_PC_Z	Distanz	distance2d	71.9800456	72.0000000	0.0500000	-0.0500000	-0.0199544		100	Y_2,2B0_Central						0.0500000	-0.0500000						2B0_Central			1	1	3	279.9921865	23.9965347	-72.0000000
EMBRAGUE-OP20-AG	475	2B0_2_PC_X	Distanz	distance2d	288.0379361	288.0000000	0.0500000	-0.0500000	0.0379361		100	X_1,2B0_Central						0.0500000	-0.0500000						2B0_Central			1	1	3	288.0000000	23.9968846	-67.0020183
EMBRAGUE-OP20-AG	475	2B0_Entrada_385_ICD	Durchmesser	diameter	46.9823847	46.9800000	0.0080000	-0.0080000	0.0023847		100	2B0_Entrada	0.0008972					0.0080000	-0.0080000									1	1	3	-0.0375746	8.0685303	-0.0194932
EMBRAGUE-OP20-AG	475	2B0_Central_385_ICD	Durchmesser	diameter	46.9823155	46.9800000	0.0080000	-0.0080000	0.0023155		100	2B0_Central	0.0009435					0.0080000	-0.0080000									1	1	3	-0.0379243	11.0686227	-0.0199580
EMBRAGUE-OP20-AG	475	2B0_Fondo_385_ICD	Durchmesser	diameter	46.9820296	46.9800000	0.0080000	-0.0080000	0.0020296		100	2B0_Fondo	0.0012538					0.0080000	-0.0080000									1	1	3	-0.0370239	14.0682075	-0.0183336
EMBRAGUE-OP20-AG	475	2B0_381_PC	DIN Rundheit	gdtRound	0.0058281	0.0000000	0.0120000	0.0000000	0.0058281		100	2B0_Central	0.0010375					0.0120000	0.0000000									1	2	3	-0.0379361	11.0686227	-0.0199544
EMBRAGUE-OP20-AG	475	2B0_382_PC	DIN Zylinderform	gdtCyl	0.0074834	0.0000000	0.0150000	0.0000000	0.0074834		100	CIL_D47	0.0011557					0.0150000	0.0000000									1	2	3	-0.0375596	10.4000000	-0.0193877
EMBRAGUE-OP20-AG	475	2B0_387_PC	DIN Rechtwinkligkeit	gdtPerp	0.0043262	0.0000000	0.0150000	0.0000000	0.0043262		100	CIL_D47	0.0011557					0.0150000	0.0000000						2F0			1	2	3	-0.0375596	10.4000000	-0.0193877
EMBRAGUE-OP20-AG	475	2B0_383_LB	DIN Position polar 2d	gdtPosPol2d	0.0707302	0.0000000	0.0600000	0.0000000	0.0707302	0.0107302	100	2B0_Central	0.0009435			1		0.0600000	0.0000000									1	2	3	-0.0379243	11.0686227	-0.0199580
EMBRAGUE-OP20-AG	475	2B0_383_LB.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	22.3597491	22.3600000	0.0300000	-0.0300000	-0.0002509			2B0_Central	0.0009435		2B0_383_LB			0.0300000	-0.0300000									1	1	3	-0.0379243	11.0686227	-0.0199580
EMBRAGUE-OP20-AG	475	2B0_383_LB.X	DIN Position polar 2d.X	gdtPosPol2d.X	-278.9646358	-279.0000000	0.0300000	-0.0300000	0.0353642			2B0_Central	0.0009435		2B0_383_LB			0.0300000	-0.0300000									1	1	3	-0.0379243	11.0686227	-0.0199580
EMBRAGUE-OP20-AG	475	2B10_506_LB	DIN Position polar 2d	gdtPosPol2d	0.0838855	0.0000000	0.0800000	0.0000000	0.0838855	0.0038855	100	2B10	0.0034488			1		0.0800000	0.0000000						2B11			1	2	3	-110.0688338	3.0866685	-29.1704249
EMBRAGUE-OP20-AG	475	2B10_506_LB.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	-6.7772694	-6.7780000	0.0400000	-0.0400000	0.0007306			2B10	0.0034488		2B10_506_LB			0.0400000	-0.0400000						2B11			1	1	3	-110.0688338	3.0866685	-29.1704249
EMBRAGUE-OP20-AG	475	2B10_506_LB.X	DIN Position polar 2d.X	gdtPosPol2d.X	-388.9980636	-389.0400000	0.0400000	-0.0400000	0.0419364			2B10	0.0034488		2B10_506_LB			0.0400000	-0.0400000						2B11			1	1	3	-110.0688338	3.0866685	-29.1704249
EMBRAGUE-OP20-AG	475	2B0_365_ICD	Durchmesser	diameter	38.0171482	38.0190000	0.0200000	-0.0190000	-0.0018518		100	D_38	0.0019899					0.0200000	-0.0190000									1	1	3	-0.0351685	20.2833789	-0.0186254
EMBRAGUE-OP20-AG	475	2B0_D38_Z_RF	Z-Wert	zValue	0.0016186	0.0000000	999.0000000	-999.0000000	0.0016186		100	D_38	0.0019899					999.0000000	-999.0000000									1	1	3	-0.0351685	20.2833789	-0.0186254
