planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE_281_OP20_L	  4995	2F0_189_LB	Longitud de eje	lengthOfAxis	40.9933248	41.0000000	0.0500000	-0.0500000	-0.0066752		Perp.13						0.0500000	-0.0500000									103.7798535	20.4966624	-2.5627363
EMBRAGUE_281_OP20_L	  4995	2B0_17_LB	Valor X	xValue	-251.8934507	-251.9000000	0.0250000	-0.0250000	-0.0065493		2B0						0.0250000	-0.0250000									0.0000000	-5.0037971	0.0000000
EMBRAGUE_281_OP20_L	  4995	2B0_21_LB	Valor Z	zValue	-115.8593817	-115.9000000	0.0250000	-0.0250000	-0.0406183	-0.0156183	2B0						0.0250000	-0.0250000									0.0000000	-5.0037971	0.0000000
EMBRAGUE_281_OP20_L	  4995	P.Total A_RF	Planitud DIN	gdtFlat	0.0376742	0.0000000	0.1000000	0.0000000	0.0376742		Plano A	0.0090020					0.1000000	0.0000000									104.7221226	0.0000462	-1.1560871
EMBRAGUE_281_OP20_L	  4995	P.Radial A_REF	Planitud DIN	gdtFlat	0.0058865	0.0000000	0.0300000	0.0000000	0.0058865		Pl A rad	0.0016615					0.0300000	0.0000000									169.0687368	0.0066066	-142.3992086
EMBRAGUE_281_OP20_L	  4995	Dia B_240_PC	Redondez DIN	gdtRound	0.0041232	0.0000000	0.0100000	0.0000000	0.0041232		DIAM B 2	0.0013729					0.0100000	0.0000000									0.0010566	-0.7019959	0.0005218
EMBRAGUE_281_OP20_L	  4995	Dia B_237_RFL	Diámetro	diameter	54.9536720	54.9548620	0.0100000	-0.0090000	-0.0011900		Dia B	0.0007954					0.0100000	-0.0090000									0.0000000	-5.0037971	0.0000000
EMBRAGUE_281_OP20_L	  4995	D 40_232_RFL	Diámetro	diameter	40.0087767	40.0130000	0.0120000	-0.0130000	-0.0042233		Círculo B 40	0.0004607					0.0120000	-0.0130000									0.0007466	8.4987149	0.0010636
EMBRAGUE_281_OP20_L	  4995	diam B_188_PC	Valor Y	yValue	-14.0270362	-14.1000000	0.1000000	-0.1000000	-0.0729638		Plano  DIAM B	0.0016784					0.1000000	-0.1000000									-0.5345774	-14.0303043	-0.3123091
EMBRAGUE_281_OP20_L	  4995	Plano apoyo B_226_PC	Valor Y	yValue	4.0389672	4.0500000	0.0500000	-0.0500000	-0.0110328		Plano apoyo B	0.0039379					0.0500000	-0.0500000									-0.1211992	4.0374521	-0.1740959
