planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE_281_OP20_L	  4994	2F0_189_LB	Longitud de eje	lengthOfAxis	40.9944671	41.0000000	0.0500000	-0.0500000	-0.0055329		Perp.13						0.0500000	-0.0500000									104.0627836	20.4972335	-2.8374641
EMBRAGUE_281_OP20_L	  4994	2B0_17_LB	Valor X	xValue	-251.8936196	-251.9000000	0.0250000	-0.0250000	-0.0063804		2B0						0.0250000	-0.0250000									0.0000000	-5.4019926	0.0000000
EMBRAGUE_281_OP20_L	  4994	2B0_21_LB	Valor Z	zValue	-115.8605245	-115.9000000	0.0250000	-0.0250000	-0.0394755	-0.0144755	2B0						0.0250000	-0.0250000									0.0000000	-5.4019926	0.0000000
EMBRAGUE_281_OP20_L	  4994	P.Total A_RF	Planitud DIN	gdtFlat	0.0381610	0.0000000	0.1000000	0.0000000	0.0381610		Plano A	0.0091461					0.1000000	0.0000000									104.7213741	0.0005922	-1.1574289
EMBRAGUE_281_OP20_L	  4994	P.Radial A_REF	Planitud DIN	gdtFlat	0.0058443	0.0000000	0.0300000	0.0000000	0.0058443		Pl A rad	0.0016805					0.0300000	0.0000000									169.0677468	0.0093074	-142.3960672
EMBRAGUE_281_OP20_L	  4994	Dia B_240_PC	Redondez DIN	gdtRound	0.0045784	0.0000000	0.0100000	0.0000000	0.0045784		DIAM B 2	0.0013467					0.0100000	0.0000000									0.0007250	-0.7017726	0.0011076
EMBRAGUE_281_OP20_L	  4994	Dia B_237_RFL	Diámetro	diameter	54.9541554	54.9548620	0.0100000	-0.0090000	-0.0007067		Dia B	0.0008021					0.0100000	-0.0090000									0.0000000	-5.4019926	0.0000000
EMBRAGUE_281_OP20_L	  4994	D 40_232_RFL	Diámetro	diameter	40.0087003	40.0130000	0.0120000	-0.0130000	-0.0042997		Círculo B 40	0.0005409					0.0120000	-0.0130000									0.0009936	8.4988121	0.0019039
EMBRAGUE_281_OP20_L	  4994	diam B_188_PC	Valor Y	yValue	-14.0240136	-14.1000000	0.1000000	-0.1000000	-0.0759864		Plano  DIAM B	0.0017577					0.1000000	-0.1000000									-0.5350649	-14.0287821	-0.3116730
EMBRAGUE_281_OP20_L	  4994	Plano apoyo B_226_PC	Valor Y	yValue	4.0431594	4.0500000	0.0500000	-0.0500000	-0.0068406		Plano apoyo B	0.0040165					0.0500000	-0.0500000									-0.1208306	4.0396798	-0.1725820
EMBRAGUE_281_OP20_L	  4994	Diam B_241_PC	Forma cilíndrica DIN	gdtCyl	0.0044417	0.0000000	0.0150000	0.0000000	0.0044417		Cilindro B	0.0011599					0.0150000	0.0000000									0.0001016	-3.3500000	0.0008943
EMBRAGUE_281_OP20_L	  4994	Diam B Diam 40_228_PC	Forma cilíndrica DIN	gdtCyl	0.0052445	0.0000000	0.0150000	0.0000000	0.0052445		Cilindro B DIAM 40	0.0015971					0.0150000	0.0000000									0.0017804	6.7500000	0.0022511
