planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP20-F	  996	2F0_4_LB	Distancia cartes.	distanceCart	120.0163471	120.0000000	0.0500000	-0.0500000	0.0163471		Corte1,Plano_Giro_Esp						0.0500000	-0.0500000						Plano_Giro_Esp	Recta 3d2		0.0000000	-0.0163471	0.0000000
EMBRAGUE-OP20-F	  996	2F0_352_PC	Planitud DIN	gdtFlat	0.0056543	0.0000000	0.0300000	0.0000000	0.0056543		2F0_Rad	0.0017683					0.0300000	0.0000000									-8.5520924	-0.0103433	74.4350501
EMBRAGUE-OP20-F	  996	2F0_351_PC	Planitud DIN	gdtFlat	0.0484826	0.0000000	0.1000000	0.0000000	0.0484826		2F0	0.0085208					0.1000000	0.0000000									81.4313445	-0.0095164	-7.2823209
EMBRAGUE-OP20-F	  996	2F0_PAR_CPLANOZ_RF	Paralelidad DIN	gdtPar	0.0711552	0.0000000	0.0500000	0.0000000	0.0711552	0.0211552	2F0	0.0153468					0.0500000	0.0000000						Plano_Giro_Esp			81.4314768	-0.0100210	-7.2822464
EMBRAGUE-OP20-F	  996	2B11_505_ICD	Diámetro	diameter	11.9987943	11.9860000	0.0090000	-0.0090000	0.0127943	0.0037943	2B11	0.0034292					0.0090000	-0.0090000									278.9928859	2.9675237	-22.3107847
EMBRAGUE-OP20-F	  996	2B11_RF	Redondez DIN	gdtRound	0.0105610	0.0000000	0.0090000	0.0000000	0.0105610	0.0015610	2B11	0.0033378					0.0090000	0.0000000									278.9938547	2.9675237	-22.3105711
EMBRAGUE-OP20-F	  996	2B10_505_ICD	Diámetro	diameter	11.9980010	11.9860000	0.0090000	-0.0090000	0.0120010	0.0030010	2B10	0.0027411					0.0090000	-0.0090000									-110.0422844	2.9675090	-29.2568323
EMBRAGUE-OP20-F	  996	2B10_RF	Redondez DIN	gdtRound	0.0083110	0.0000000	0.0090000	0.0000000	0.0083110		2B10	0.0025562					0.0090000	0.0000000									-110.0422462	2.9675090	-29.2566270
EMBRAGUE-OP20-F	  996	2B0_1_PC_Z	Distancia	distance2d	71.9492293	72.0000000	0.0500000	-0.0500000	-0.0507707	-0.0007707	Y_2,2B0_Central						0.0500000	-0.0500000						2B0_Central			280.0160035	23.9893777	-72.0000000
EMBRAGUE-OP20-F	  996	2B0_2_PC_X	Distancia	distance2d	288.0183007	288.0000000	0.0500000	-0.0500000	0.0183007		X_1,2B0_Central						0.0500000	-0.0500000						2B0_Central			288.0000000	23.9901971	-67.0039115
