planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-A-OP10-D	307	2B0_1_PC	DIN Position polar 2d	gdtPosPol2d	0.0140662	0.0000000	0.5000000	0.0000000	0.0140662		100	2B0	0.0000000					0.5000000	0.0000000									1	2	3	-0.0065764	23.0016294	-0.0055443
EMBRAGUE-A-OP10-D	307	2B0_RF_X	Distanz	distance2d	288.0043273	288.0000000	0.2500000	-0.2500000	0.0043273		100	2B0,	0.0000000					0.2500000	-0.2500000									1	1	3	-0.0065764	23.0016294	-0.0055443
EMBRAGUE-A-OP10-D	307	2B0_RF_Z	Distanz	distance2d	71.9944557	72.0000000	0.2500000	-0.2500000	-0.0055443		100	2B0,	0.0000000					0.2500000	-0.2500000									1	1	3	-0.0065764	23.0016294	-0.0055443
EMBRAGUE-A-OP10-D	307	2B03_3_PC	DIN Position polar 2d	gdtPosPol2d	0.0855837	0.0000000	0.5000000	0.0000000	0.0855837		100	2B03	0.0045230					0.5000000	0.0000000									1	2	3	176.0321489	129.8420260	0.0254543
EMBRAGUE-A-OP10-D	307	2B03_RF_X	Distanz	distance2d	111.9656020	112.0000000	0.2500000	-0.2500000	-0.0343980		100	2B03,	0.0045230					0.2500000	-0.2500000									1	1	3	176.0321489	129.8420260	0.0254543
EMBRAGUE-A-OP10-D	307	2B03_RF_Z	Distanz	distance2d	72.0254543	72.0000000	0.2500000	-0.2500000	0.0254543		100	2B03,	0.0045230					0.2500000	-0.2500000									1	1	3	176.0321489	129.8420260	0.0254543
EMBRAGUE-A-OP10-D	307	A1_19_PC	Y-Wert	yValue	-109.1779366	-109.0000000	0.2000000	-0.2000000	-0.1779366		100	A1_Apoyo						0.2000000	-0.2000000									1	1	3	-71.6996574	12.3220634	-89.6992790
EMBRAGUE-A-OP10-D	307	B1_18_PC	Y-Wert	yValue	-109.1966361	-109.0000000	0.2000000	-0.2000000	-0.1966361		100	B1_Apoyo						0.2000000	-0.2000000									1	1	3	-47.7988265	12.3033639	43.2945114
EMBRAGUE-A-OP10-D	307	C1_2_PC	Y-Wert	yValue	-80.2143837	-80.0000000	0.2000000	-0.2000000	-0.2143837	-0.0143837	100	C1_Apoyo						0.2000000	-0.2000000									1	1	3	255.3002426	41.2856163	-31.3066330
EMBRAGUE-A-OP10-D	307	ITEM_10_PC	DIN Rechtwinkligkeit	gdtPerp	0.0055319	0.0000000	0.0150000	0.0000000	0.0055319		100	Plano_X1	0.0033881					0.0150000	0.0000000						Plano_Y1			1	2	3	288.0012904	21.8266061	-63.2057363
EMBRAGUE-A-OP10-D	307	11F01_183_PC	Z-Wert	zValue	107.1509851	107.0000000	0.1750000	-0.1750000	0.1509851		100	11F01_PLANO	0.0039831					0.1750000	-0.1750000									1	1	3	208.8388320	14.2513806	138.2474155
EMBRAGUE-A-OP10-D	307	11F01_ANGULO_RF	Projizierter Winkel 1-	a1id	-8.1602373	-8.1700000	0.1000000	-0.1000000	0.0097627		100	11F01_PLANO_AUX						0.1000000	-0.1000000									1	1	3	208.8388320	14.2513806	138.2474155
EMBRAGUE-A-OP10-D	307	11B01_181_PC	X-Wert	xValue	226.9150737	227.0000000	0.1750000	-0.1750000	-0.0849263		100	11B01	0.0291827					0.1750000	-0.1750000									1	1	3	209.7739120	14.6488978	135.5999828
EMBRAGUE-A-OP10-D	307	11B01_88_LB	Y-Wert	yValue	-106.8511022	-107.0000000	0.1500000	-0.1500000	0.1488978		100	11B01	0.0291827					0.1500000	-0.1500000									1	1	3	209.7739120	14.6488978	135.5999828
EMBRAGUE-A-OP10-D	307	62F01_185_PC	Z-Wert	zValue	-137.2839310	-137.3000000	0.1750000	-0.1750000	0.0160690		100	62F01_PLANO	0.0035145					0.1750000	-0.1750000									1	1	3	168.0089318	76.9898258	-118.5962929
EMBRAGUE-A-OP10-D	307	62F01_ANGULO_178_PC	Projizierter Winkel 2-	a2id	6.6716524	6.6600000	0.1000000	-0.1000000	0.0116524		100	62F01_PLANO_AUX	0.0035145					0.1000000	-0.1000000									1	1	3	168.0089224	76.9898419	-118.5962940
EMBRAGUE-A-OP10-D	307	62F01_194_PC_Y	Distanz	distance2d	53.0417431	54.0000000	1.0000000	-1.0000000	-0.9582569		100	62B01,62F01 C53	0.0143147					1.0000000	-1.0000000						62F01 C53			1	1	3	173.2610925	102.5317948	-114.4225301
EMBRAGUE-A-OP10-D	307	62B01_186_PC	X-Wert	xValue	158.8214810	158.9000000	0.1250000	-0.1250000	-0.0785190		100	62B01	0.0143147					0.1250000	-0.1250000									1	1	3	173.2610925	102.5317948	-114.4225301
EMBRAGUE-A-OP10-D	307	62B01_193_PC	Y-Wert	yValue	-18.9682052	-19.0000000	0.2000000	-0.2000000	0.0317948		100	62B01	0.0143147					0.2000000	-0.2000000									1	1	3	173.2610925	102.5317948	-114.4225301
EMBRAGUE-A-OP10-D	307	62F02_179_PC	Z-Wert	zValue	-165.2805114	-165.3000000	0.1750000	-0.1750000	0.0194886		100	62F02_PLANO	0.0056004					0.1750000	-0.1750000									1	1	3	61.0445267	123.8135441	-159.2825185
EMBRAGUE-A-OP10-D	307	62F02_ANGULO_178_PC	Projizierter Winkel 2-	a2id	6.6286000	6.6600000	0.1000000	-0.1000000	-0.0314000		100	62F02_PLANO_AUX	0.0056004					0.1000000	-0.1000000									1	1	3	61.0445246	123.8134562	-159.2825186
EMBRAGUE-A-OP10-D	307	62B02_188_PC	X-Wert	xValue	43.8206766	43.9000000	0.1250000	-0.1250000	-0.0793234		100	62B02	0.0002453					0.1250000	-0.1250000									1	1	3	63.3795065	102.5087826	-164.9558036
EMBRAGUE-A-OP10-D	307	62B02_191_PC	Y-Wert	yValue	-18.9912174	-19.0000000	0.2000000	-0.2000000	0.0087826		100	62B02	0.0002453					0.2000000	-0.2000000									1	1	3	63.3795065	102.5087826	-164.9558036
EMBRAGUE-A-OP10-D	307	61F02_180_PC	Z-Wert	zValue	-129.0378569	-129.0600000	0.1250000	-0.1250000	0.0221431		100	61F02						0.1250000	-0.1250000									1	1	3	-104.6629944	89.4927257	-142.1355438
EMBRAGUE-A-OP10-D	307	61B02_195_PC	Y-Wert	yValue	-41.2540914	-41.3000000	0.1000000	-0.1000000	0.0459086		100	61B02	0.0022906					0.1000000	-0.1000000									1	1	3	-105.6314593	80.2459086	-139.8937098
EMBRAGUE-A-OP10-D	307	61B02_199_RFL	Durchmesser	diameter	12.0128465	12.0090000	0.0090000	-0.0090000	0.0038465		100	61B02	0.0022906					0.0090000	-0.0090000									1	1	3	-105.6314593	80.2459086	-139.8937098
EMBRAGUE-A-OP10-D	307	61B02_187_PC_X	Distanz	distance2d	279.9646254	280.0000000	0.2000000	-0.2000000	-0.0353746		100	61B02,62B01	0.0022906					0.2000000	-0.2000000						62B01			1	1	3	-105.6314593	80.2459086	-139.8937098
EMBRAGUE-A-OP10-D	307	61B02_RF	DIN Rundheit	gdtRound	0.0325999	0.0000000	0.0100000	0.0000000	0.0325999	0.0225999	100	61B02	0.0111978					0.0100000	0.0000000									1	2	3	-105.6300406	80.2308302	-139.8935441
EMBRAGUE-A-OP10-D	307	61B02_RADSEG_190_PC	Y-Wert	yValue	-41.7285109	-41.3000000	0.2000000	-0.2000000	-0.4285109	-0.2285109	100	61B02_RADSEG	0.0023491					0.2000000	-0.2000000									1	1	3	-105.1235310	79.7714891	-144.2012289
EMBRAGUE-A-OP10-D	307	61B02_RADSEG_187_PC_X	Distanz	distance2d	279.9596992	280.0000000	0.2000000	-0.2000000	-0.0403008		100	61B02_RADSEG,62B01	0.0023491					0.2000000	-0.2000000						62B01			1	1	3	-105.1235310	79.7714891	-144.2012289
EMBRAGUE-A-OP10-D	307	13F01_25_PC	Resultatselement	resultElementLength	30.7983994	31.0000000	0.3000000	-0.3000000	-0.2016006		100							0.3000000	-0.3000000									1	1	3			
EMBRAGUE-A-OP10-D	307	13F01_RF	Radius	radius	12.5162339	12.5000000	0.1000000	-0.1000000	0.0162339		100	13F01_RADIO12.5_LADOMOTORARRANQUE	0.0002613					0.1000000	-0.1000000									1	1	3	-9.9782980	41.9930069	111.3058674
EMBRAGUE-A-OP10-D	307	13F01_26_PC	Y-Wert	yValue	-66.9924804	-67.0000000	0.0000000	-0.3000000	0.0075196	0.0075196	100	13F01_LARGO						0.0000000	-0.3000000									1	1	3	-6.9646261	54.5075196	112.4149584
