planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP20-AG	571	2F0_4_LB	Distanz kart.	distanceCart	120.0416867	120.0000000	0.0500000	-0.0500000	0.0416867		100	Corte1,Plano_Giro_Esp						0.0500000	-0.0500000						Plano_Giro_Esp	Recta 3d2		1	1	3	-2.0000000	-0.0416867	0.0000000
EMBRAGUE-OP20-AG	571	2F0_Planitud Total_351_PC	DIN Ebenheit	gdtFlat	0.0412052	0.0000000	0.1000000	0.0000000	0.0412052		100	2F0	0.0066915					0.1000000	0.0000000									1	2	3	80.1802202	-0.0421555	-7.7118956
EMBRAGUE-OP20-AG	571	2F0_Planitud Radial_352_PC	DIN Ebenheit	gdtFlat	0.0038961	0.0000000	0.0300000	0.0000000	0.0038961		100	2F0_Linea	0.0010032					0.0300000	0.0000000									1	2	3	-115.5709636	-0.0413181	-41.4564749
EMBRAGUE-OP20-AG	571	2B11_Z_RF_Z	Distanz	distance2d	49.6915912	49.6400000	0.0500000	-0.0500000	0.0515912	0.0015912	100	2B11,Y_2	0.0026088					0.0500000	-0.0500000						Y_2			1	1	3	278.9853418	2.9428317	-22.3084088
EMBRAGUE-OP20-AG	571	2B11_X_RF_X	Distanz	distance2d	9.0146582	9.0000000	0.0500000	-0.0500000	0.0146582		100	2B11,X_1	0.0026088					0.0500000	-0.0500000						X_1			1	1	3	278.9853418	2.9428317	-22.3084088
EMBRAGUE-OP20-AG	571	2B11_505_ICD	Durchmesser	diameter	11.9848036	11.9860000	0.0090000	-0.0090000	-0.0011964		100	2B11	0.0028576					0.0090000	-0.0090000									1	1	3	278.9854108	2.9428317	-22.3080540
EMBRAGUE-OP20-AG	571	2B10_Z_RF_Z	Distanz	distance2d	42.8867350	42.8620000	0.0500000	-0.0500000	0.0247350		100	2B10,Y_2	0.0011269					0.0500000	-0.0500000						Y_2			1	1	3	-110.0705664	2.9427919	-29.1132650
EMBRAGUE-OP20-AG	571	2B10_X_RF_X	Distanz	distance2d	398.0705664	398.0400000	0.0500000	-0.0500000	0.0305664		100	2B10,X_1	0.0011269					0.0500000	-0.0500000						X_1			1	1	3	-110.0705664	2.9427919	-29.1132650
EMBRAGUE-OP20-AG	571	2B10_505_ICD	Durchmesser	diameter	11.9857213	11.9860000	0.0090000	-0.0090000	-0.0002787		100	2B10	0.0013062					0.0090000	-0.0090000									1	1	3	-110.0705907	2.9427919	-29.1132655
EMBRAGUE-OP20-AG	571	2B0_1_PC_Z	Distanz	distance2d	72.0229636	72.0000000	0.0500000	-0.0500000	0.0229636		100	Y_2,2B0_Central						0.0500000	-0.0500000						2B0_Central			1	1	3	279.9956020	23.9944164	-72.0000000
