planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP10-F	 320	2B0_1_PC	DIN Position polar 2d	gdtPosPol2d	0.2887520	0.0000000	0.5000000	0.0000000	0.2887520		100	2B0	0.0000000					0.5000000	0.0000000									1	2	3	0.0920116	23.0014328	0.1194038
EMBRAGUE-OP10-F	 320	2B0_RF_X	Distanz	distance2d	287.9188387	288.0000000	0.2500000	-0.2500000	-0.0811613		100	2B0,	0.0000000					0.2500000	-0.2500000									1	1	3	0.0920116	23.0014328	0.1194038
EMBRAGUE-OP10-F	 320	2B0_RF_Z	Distanz	distance2d	72.1194038	72.0000000	0.2500000	-0.2500000	0.1194038		100	2B0,	0.0000000					0.2500000	-0.2500000									1	1	3	0.0920116	23.0014328	0.1194038
EMBRAGUE-OP10-F	 320	2B03_3_PC	DIN Position polar 2d	gdtPosPol2d	0.1483261	0.0000000	0.5000000	0.0000000	0.1483261		100	2B03	0.0040808					0.5000000	0.0000000									1	2	3	176.0761745	129.8415464	0.0351127
EMBRAGUE-OP10-F	 320	2B03_RF_X	Distanz	distance2d	111.9346758	112.0000000	0.2500000	-0.2500000	-0.0653242		100	2B03,	0.0040808					0.2500000	-0.2500000									1	1	3	176.0761745	129.8415464	0.0351127
EMBRAGUE-OP10-F	 320	2B03_RF_Z	Distanz	distance2d	72.0351127	72.0000000	0.2500000	-0.2500000	0.0351127		100	2B03,	0.0040808					0.2500000	-0.2500000									1	1	3	176.0761745	129.8415464	0.0351127
EMBRAGUE-OP10-F	 320	A1_19_PC	Y-Wert	yValue	-109.0510221	-109.0000000	0.2000000	-0.2000000	-0.0510221		100	A1_Apoyo						0.2000000	-0.2000000									1	1	3	-71.7034687	12.4489779	-89.6992118
EMBRAGUE-OP10-F	 320	B1_18_PC	Y-Wert	yValue	-109.0679833	-109.0000000	0.2000000	-0.2000000	-0.0679833		100	B1_Apoyo						0.2000000	-0.2000000									1	1	3	-47.7973158	12.4320167	43.3001841
EMBRAGUE-OP10-F	 320	C1_2_PC	Y-Wert	yValue	-80.0172508	-80.0000000	0.2000000	-0.2000000	-0.0172508		100	C1_Apoyo						0.2000000	-0.2000000									1	1	3	255.3091452	41.4827492	-31.2918862
EMBRAGUE-OP10-F	 320	ITEM_10_PC	DIN Rechtwinkligkeit	gdtPerp	0.0029797	0.0000000	0.0150000	0.0000000	0.0029797		100	Plano_X1	0.0016793					0.0150000	0.0000000						Plano_Y1			1	2	3	288.0018149	21.8252679	-63.2049610
EMBRAGUE-OP10-F	 320	11F01_183_PC	Z-Wert	zValue	106.9815037	107.0000000	0.1750000	-0.1750000	-0.0184963		100	11F01_PLANO	0.0012841					0.1750000	-0.1750000									1	1	3	208.8378146	14.2443394	138.0632423
