planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-A-OP10-D	2121	2B0_1_PC	Posici鏮 DIN polar 2d	gdtPosPol2d	0.1248229	0.0000000	0.5000000	0.0000000	0.1248229		2B0	0.0000000					0.5000000	0.0000000									-0.0268033	23.0026289	0.0562839
EMBRAGUE-A-OP10-D	2121	2B0_RF_X	Distancia	distance2d	288.0269687	288.0000000	0.2500000	-0.2500000	0.0269687		2B0,	0.0000000					0.2500000	-0.2500000									-0.0268033	23.0026289	0.0562839
EMBRAGUE-A-OP10-D	2121	2B0_RF_Z	Distancia	distance2d	72.0562839	72.0000000	0.2500000	-0.2500000	0.0562839		2B0,	0.0000000					0.2500000	-0.2500000									-0.0268033	23.0026289	0.0562839
EMBRAGUE-A-OP10-D	2121	2B03_3_PC	Posici鏮 DIN polar 2d	gdtPosPol2d	0.2248275	0.0000000	0.5000000	0.0000000	0.2248275		2B03	0.0024664					0.5000000	0.0000000									176.0264761	129.8411396	0.1092913
EMBRAGUE-A-OP10-D	2121	2B03_RF_X	Distancia	distance2d	111.9736892	112.0000000	0.2500000	-0.2500000	-0.0263108		2B03,	0.0024664					0.2500000	-0.2500000									176.0264761	129.8411396	0.1092913
EMBRAGUE-A-OP10-D	2121	2B03_RF_Z	Distancia	distance2d	72.1092913	72.0000000	0.2500000	-0.2500000	0.1092913		2B03,	0.0024664					0.2500000	-0.2500000									176.0264761	129.8411396	0.1092913
EMBRAGUE-A-OP10-D	2121	A1_19_PC	Valor Y	yValue	-108.8724901	-109.0000000	0.2000000	-0.2000000	-0.1275099		A1_Apoyo						0.2000000	-0.2000000									-71.6993241	12.6275099	-89.7141334
EMBRAGUE-A-OP10-D	2121	B1_18_PC	Valor Y	yValue	-108.9195145	-109.0000000	0.2000000	-0.2000000	-0.0804855		B1_Apoyo						0.2000000	-0.2000000									-47.7959217	12.5804855	43.2919683
EMBRAGUE-A-OP10-D	2121	C1_2_PC	Valor Y	yValue	-80.0301964	-80.0000000	0.2000000	-0.2000000	0.0301964		C1_Apoyo						0.2000000	-0.2000000									255.3105769	41.4698036	-31.3057349
EMBRAGUE-A-OP10-D	2121	ITEM_10_PC	Perpendicularidad DIN	gdtPerp	0.0069857	0.0000000	0.0150000	0.0000000	0.0069857		Plano_X1	0.0048639					0.0150000	0.0000000						Plano_Y1			288.0001372	21.8221719	-63.2111853
EMBRAGUE-A-OP10-D	2121	11F01_183_PC	Valor Z	zValue	107.1027009	107.0000000	0.1750000	-0.1750000	0.1027009		11F01_PLANO	0.0048272					0.1750000	-0.1750000									208.8500610	14.2485846	138.2013618
EMBRAGUE-A-OP10-D	2121	11F01_ANGULO_RF	聲gulo proyectado 1-	a1id	-8.1553010	-8.1700000	0.1000000	-0.1000000	-0.0146990		11F01_PLANO_AUX						0.1000000	-0.1000000									208.8500610	14.2485846	138.2013618
EMBRAGUE-A-OP10-D	2121	11B01_181_PC	Valor X	xValue	226.8397395	227.0000000	0.1750000	-0.1750000	-0.1602605		11B01	0.0432650					0.1750000	-0.1750000									209.6976004	14.4612937	135.6014106
EMBRAGUE-A-OP10-D	2121	11B01_88_LB	Valor Y	yValue	-107.0387063	-107.0000000	0.1500000	-0.1500000	0.0387063		11B01	0.0432650					0.1500000	-0.1500000									209.6976004	14.4612937	135.6014106
EMBRAGUE-A-OP10-D	2121	62F01_185_PC	Valor Z	zValue	-137.2636055	-137.3000000	0.1750000	-0.1750000	-0.0363945		62F01_PLANO	0.0034258					0.1750000	-0.1750000									168.0234359	76.9920393	-118.5715159
EMBRAGUE-A-OP10-D	2121	62F01_ANGULO_178_PC	聲gulo proyectado 2-	a2id	6.6850110	6.6600000	0.1000000	-0.1000000	0.0250110		62F01_PLANO_AUX	0.0034258					0.1000000	-0.1000000									168.0234367	76.9920347	-118.5715158
EMBRAGUE-A-OP10-D	2121	62F01_194_PC_Y	Distancia	distance2d	52.9975199	54.0000000	1.0000000	-1.0000000	-1.0024801	-0.0024801	62B01,62F01 C53	0.0012145					1.0000000	-1.0000000						62F01 C53			173.2200238	102.4272006	-114.4203316
EMBRAGUE-A-OP10-D	2121	62B01_186_PC	Valor X	xValue	158.7809444	158.9000000	0.1250000	-0.1250000	-0.1190556		62B01	0.0012145					0.1250000	-0.1250000									173.2200238	102.4272006	-114.4203316
EMBRAGUE-A-OP10-D	2121	62B01_193_PC	Valor Y	yValue	-19.0727994	-19.0000000	0.2000000	-0.2000000	0.0727994		62B01	0.0012145					0.2000000	-0.2000000									173.2200238	102.4272006	-114.4203316
EMBRAGUE-A-OP10-D	2121	62F02_179_PC	Valor Z	zValue	-165.2575742	-165.3000000	0.1750000	-0.1750000	-0.0424258		62F02_PLANO	0.0056660					0.1750000	-0.1750000									61.0509183	123.8134192	-159.2580332
EMBRAGUE-A-OP10-D	2121	62F02_ANGULO_178_PC	聲gulo proyectado 2-	a2id	6.6286363	6.6600000	0.1000000	-0.1000000	-0.0313637		62F02_PLANO_AUX	0.0056660					0.1000000	-0.1000000									61.0509165	123.8133912	-159.2580334
EMBRAGUE-A-OP10-D	2121	62B02_188_PC	Valor X	xValue	43.8029271	43.9000000	0.1250000	-0.1250000	-0.0970729		62B02	0.0002103					0.1250000	-0.1250000									63.3621960	102.4659790	-164.9605951
EMBRAGUE-A-OP10-D	2121	62B02_191_PC	Valor Y	yValue	-19.0340210	-19.0000000	0.2000000	-0.2000000	0.0340210		62B02	0.0002103					0.2000000	-0.2000000									63.3621960	102.4659790	-164.9605951
EMBRAGUE-A-OP10-D	2121	61F02_180_PC	Valor Z	zValue	-129.0243308	-129.0600000	0.1250000	-0.1250000	-0.0356692		61F02						0.1250000	-0.1250000									-104.6503431	89.4987168	-142.1204485
EMBRAGUE-A-OP10-D	2121	61B02_195_PC	Valor Y	yValue	-41.2592494	-41.3000000	0.1000000	-0.1000000	-0.0407506		61B02	0.0015547					0.1000000	-0.1000000									-105.6533237	80.2407506	-139.9003542
EMBRAGUE-A-OP10-D	2121	61B02_199_RFL	Di嫥etro	diameter	12.0124021	12.0090000	0.0090000	-0.0090000	0.0034021		61B02	0.0015547					0.0090000	-0.0090000									-105.6533237	80.2407506	-139.9003542
EMBRAGUE-A-OP10-D	2121	61B02_187_PC_X	Distancia	distance2d	279.9465762	280.0000000	0.2000000	-0.2000000	-0.0534238		61B02,62B01	0.0015547					0.2000000	-0.2000000						62B01			-105.6533237	80.2407506	-139.9003542
EMBRAGUE-A-OP10-D	2121	61B02_RF	Redondez DIN	gdtRound	0.0076140	0.0000000	0.0100000	0.0000000	0.0076140		61B02	0.0018074					0.0100000	0.0000000									-105.6536472	80.2413417	-139.9003919
EMBRAGUE-A-OP10-D	2121	61B02_RADSEG_190_PC	Valor Y	yValue	-41.8749414	-41.3000000	0.2000000	-0.2000000	0.5749414	0.3749414	61B02_RADSEG	0.0041693					0.2000000	-0.2000000									-105.1880375	79.6250586	-144.1982608
EMBRAGUE-A-OP10-D	2121	61B02_RADSEG_187_PC_X	Distancia	distance2d	279.9828896	280.0000000	0.2000000	-0.2000000	-0.0171104		61B02_RADSEG,62B01	0.0041693					0.2000000	-0.2000000						62B01			-105.1880375	79.6250586	-144.1982608
EMBRAGUE-A-OP10-D	2121	13F01_25_PC	Elemento de resultado	resultElementLength	30.6956335	31.0000000	0.3000000	-0.3000000	-0.3043665	-0.0043665							0.3000000	-0.3000000											
EMBRAGUE-A-OP10-D	2121	13F01_RF	Radio	radius	12.4831537	12.5000000	0.1000000	-0.1000000	-0.0168463		13F01_RADIO12.5_LADOMOTORARRANQUE	0.0007316					0.1000000	-0.1000000									-10.1470173	41.9578747	111.2299669
EMBRAGUE-A-OP10-D	2121	13F01_26_PC	Valor Y	yValue	-67.0913279	-67.0000000	0.0000000	-0.3000000	0.0913279	0.0913279	13F01_LARGO						0.0000000	-0.3000000									-7.0307162	54.4086721	112.3507328
EMBRAGUE-A-OP10-D	2121	13F01_29_PC	Valor Z	zValue	109.5491790	109.4000000	0.1250000	-0.1250000	0.1491790	0.0241790	13F01_PROFUNDIDAD	0.0011346					0.1250000	-0.1250000									-6.9634047	29.2490521	111.5424416
EMBRAGUE-A-OP10-D	2121	31B01_SUP_75_LB	Valor Y	yValue	-27.6025817	-27.5000000	0.1500000	-0.1500000	0.1025817		31B01_SUP	0.0022885					0.1500000	-0.1500000									192.1719270	93.8974183	51.7298947
EMBRAGUE-A-OP10-D	2121	31B01_SUP_61_RFL	Di嫥etro	diameter	23.0432007	23.0260000	0.0260000	-0.0260000	0.0172007		31B01_SUP	0.0022885					0.0260000	-0.0260000									192.1719270	93.8974183	51.7298947
EMBRAGUE-A-OP10-D	2121	31B01_SUP_RF	Redondez DIN	gdtRound	0.0070112	0.0000000	0.0100000	0.0000000	0.0070112		31B01_SUP	0.0023063					0.0100000	0.0000000									192.1714195	93.8980109	51.7300530
EMBRAGUE-A-OP10-D	2121	31B01_INF_75_RF	Valor Y	yValue	-27.5953065	-27.5000000	0.1500000	-0.1500000	0.0953065		31B01_INF	0.0038200					0.1500000	-0.1500000									188.5919912	93.9046935	40.2760090
EMBRAGUE-A-OP10-D	2121	31B01_INF_61_RFL	Di嫥etro	diameter	23.0287539	23.0260000	0.0260000	-0.0260000	0.0027539		31B01_INF	0.0038200					0.0260000	-0.0260000									188.5919912	93.9046935	40.2760090
EMBRAGUE-A-OP10-D	2121	31B01_INF_RF	Redondez DIN	gdtRound	0.0113796	0.0000000	0.0100000	0.0000000	0.0113796	0.0013796	31B01_INF	0.0040648					0.0100000	0.0000000									188.5912105	93.9056641	40.2762526
