planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP20-F	45	2F0_4_LB	Distanz kart.	distanceCart	120.0316744	120.0000000	0.0500000	-0.0500000	0.0316744		100	Corte1,Plano_Giro_Esp						0.0500000	-0.0500000						Plano_Giro_Esp	Recta 3d2		1	1	3	0.0000000	-0.0316744	0.0000000
EMBRAGUE-OP20-F	45	2F0_352_PC	DIN Ebenheit	gdtFlat	0.0018338	0.0000000	0.0300000	0.0000000	0.0018338		100	2F0_Rad	0.0004808					0.0300000	0.0000000									1	2	3	-8.5138286	-0.0213185	74.4438638
EMBRAGUE-OP20-F	45	2F0_351_PC	DIN Ebenheit	gdtFlat	0.0331085	0.0000000	0.1000000	0.0000000	0.0331085		100	2F0	0.0051942					0.1000000	0.0000000									1	2	3	81.4339820	-0.0116204	-7.2734029
EMBRAGUE-OP20-F	45	2F0_PAR_CPLANOZ_RF	DIN Parallelität	gdtPar	0.1209652	0.0000000	0.0500000	0.0000000	0.1209652	0.0709652	100	2F0	0.0351306					0.0500000	0.0000000						Plano_Giro_Esp			1	2	3	81.4343640	-0.0131707	-7.2732704
EMBRAGUE-OP20-F	45	2B11_505_ICD	Durchmesser	diameter	11.9895035	11.9860000	0.0090000	-0.0090000	0.0035035		100	2B11	0.0022923					0.0090000	-0.0090000									1	1	3	279.0132953	2.9289957	-22.3625921
EMBRAGUE-OP20-F	45	2B11_RF	DIN Rundheit	gdtRound	0.0065536	0.0000000	0.0090000	0.0000000	0.0065536		100	2B11	0.0022752					0.0090000	0.0000000									1	2	3	279.0129626	2.9289957	-22.3618333
EMBRAGUE-OP20-F	45	2B10_505_ICD	Durchmesser	diameter	11.9880793	11.9860000	0.0090000	-0.0090000	0.0020793		100	2B10	0.0029662					0.0090000	-0.0090000									1	1	3	-110.0380355	2.9287591	-29.2322921
EMBRAGUE-OP20-F	45	2B10_RF	DIN Rundheit	gdtRound	0.0080336	0.0000000	0.0090000	0.0000000	0.0080336		100	2B10	0.0028704					0.0090000	0.0000000									1	2	3	-110.0382230	2.9287591	-29.2322132
EMBRAGUE-OP20-F	45	2B0_1_PC_Z	Distanz	distance2d	71.9373612	72.0000000	0.0500000	-0.0500000	-0.0626388	-0.0126388	100	Y_2,2B0_Central						0.0500000	-0.0500000						2B0_Central			1	1	3	280.0047059	23.9968291	-72.0000000
EMBRAGUE-OP20-F	45	2B0_2_PC_X	Distanz	distance2d	287.9961064	288.0000000	0.0500000	-0.0500000	-0.0038936		100	X_1,2B0_Central						0.0500000	-0.0500000						2B0_Central			1	1	3	288.0000000	23.9980420	-67.0054768
